,bs_pc_50,pv_pc_50,npv_pc_50,red,blue,green,nir08,swir16,emad,smad,bcmad,ndvi,mndwi,evi,ndbi,bs_jan_apr,pv_jan_apr,npv_jan_apr,bs_may_aug,pv_may_aug,npv_may_aug,bs_sep_dec,pv_sep_dec,npv_sep_dec,dem,class_id,lulc,geometry
135,5.0,93.0,5.0,436.0,451.0,705.0,3837.0,1188.0,985.4263,0.0023580492,0.052320987,0.7959279194945004,-0.2551505546751189,2.7681914374084324,-0.5271641791044777,60.0,69.5,9.0,14.0,89.0,11.0,5.0,94.0,6.5,13.441701,1,forest,POINT (171.3087208850379 7.132394853097747)
136,5.0,88.0,10.0,446.0,441.0,705.0,3837.0,1250.0,575.65247,0.0006328225,0.03628051,0.7917347653513892,-0.27877237851662406,2.6438484328707315,-0.508551208964026,17.5,80.0,11.0,9.0,81.0,11.0,5.0,91.0,8.5,12.857716,1,forest,POINT (171.3035401440565 7.135942055861511)
138,34.0,99.0,5.0,378.0,410.0,676.0,4286.0,1248.0,493.35803,0.00035572052,0.031007834,0.8379073756432247,-0.2972972972972973,2.807471264367816,-0.5489700036140224,28.0,75.0,25.5,32.0,96.0,9.0,20.0,98.0,6.0,13.539481,1,forest,POINT (171.30115867441185 7.137335890266066)
139,2.0,98.0,4.0,364.0,398.0,597.0,3867.0,1221.0,1013.8285,0.0006340742,0.060091894,0.8279366580004727,-0.3432343234323432,2.8553961525921094,-0.5200471698113207,20.0,73.0,10.0,7.0,87.5,8.5,6.0,95.0,11.0,11.856335,1,forest,POINT (171.30019773052013 7.137769897705399)
141,6.0,87.0,10.0,524.0,496.0,762.0,3465.0,1165.0,1000.63574,0.002159834,0.06684531,0.7372775131611933,-0.20913336792942397,2.5441176470588234,-0.49676025917926564,23.0,51.0,57.0,24.0,76.0,17.5,12.0,88.0,12.0,10.156391,1,forest,POINT (171.2999888296741 7.138487678324303)
142,5.0,95.0,26.0,435.0,443.0,689.0,3789.0,1169.0,805.8617,0.00087219477,0.046278685,0.7940340909090909,-0.25834230355220666,2.7246141348497157,-0.5284388866478419,13.0,76.0,27.0,20.0,79.5,23.0,1.5,98.0,10.0,13.886375,1,forest,POINT (171.29805858585686 7.140115199919361)
144,4.0,81.0,16.0,1494.0,1600.0,2067.0,1512.0,691.0,1118.6011,0.014360547,0.09881239,0.005988023952095809,0.49891225525743294,-0.02954694681549573,-0.37267362687244665,32.0,37.0,46.0,50.0,46.0,35.0,65.0,64.0,39.0,6.3564095,1,forest,POINT (171.29587766102435 7.141258634659012)
145,8.0,83.0,10.0,398.0,406.0,645.0,3777.0,1290.0,753.3313,0.00040572882,0.041555554,0.8093413173652695,-0.3333333333333333,2.706664530599167,-0.49082297217288334,23.5,68.0,29.5,26.5,84.5,9.0,6.0,88.0,6.5,10.880723,1,forest,POINT (171.29470781628663 7.142493874772528)
146,4.0,95.0,8.0,443.0,446.0,689.0,3784.0,1255.0,707.96106,0.00044459105,0.040802564,0.7903950792524249,-0.2911522633744856,2.69609425435765,-0.5018852947013296,19.0,75.0,40.5,20.0,84.5,13.5,5.0,92.0,7.0,12.07851,1,forest,POINT (171.2941897421885 7.142635760244766)
148,5.0,79.0,14.0,604.0,567.0,804.0,3460.0,1245.0,1099.5259,0.0020458102,0.05678245,0.702755905511811,-0.21522693997071743,2.520741394527802,-0.4707757704569607,14.5,67.0,35.5,13.0,79.0,15.5,3.0,84.0,14.5,0.0,1,forest,POINT (171.29240990698037 7.143870996588824)
149,7.0,80.0,12.0,517.0,504.0,728.0,3855.0,1519.0,835.764,0.0014216602,0.04582279,0.7634949679780421,-0.35202492211838005,2.6258653241032097,-0.4346855228879792,15.0,67.0,41.5,11.0,78.0,12.0,8.0,82.0,13.0,10.330823,1,forest,POINT (171.29214251389746 7.144204843668911)
150,7.0,78.0,12.0,436.0,437.0,711.0,3806.0,1401.0,592.07117,0.0005309284,0.036764495,0.7944365865157944,-0.32670454545454547,2.678429502463837,-0.4618782408296524,30.0,74.0,15.5,19.0,76.5,12.0,8.0,79.0,11.0,5.1953754,1,forest,POINT (171.28996994509882 7.145798960070117)
151,6.0,81.0,11.0,408.0,418.0,741.0,4141.0,1403.0,575.8612,0.00062799454,0.030877132,0.8206199164651572,-0.3087686567164179,2.7011577424023154,-0.49386724386724384,20.0,72.0,26.0,14.5,77.5,13.0,17.0,81.0,11.0,7.151394,1,forest,POINT (171.28946858306838 7.146775457910446)
152,18.0,87.0,7.0,394.0,419.0,702.0,2881.0,1034.0,963.90515,0.0011943579,0.07566537,0.7593893129770992,-0.1912442396313364,2.9557879724269074,-0.4717752234993614,20.5,76.0,17.0,19.5,79.0,10.5,22.0,85.0,15.0,9.647261,1,forest,POINT (171.28864969175194 7.146725381149548)
153,5.0,85.0,10.0,423.0,428.0,679.0,4074.0,1387.0,645.99164,0.00038945675,0.036512833,0.8118745830553702,-0.3426911907066796,2.6821921833676168,-0.49203442592931695,24.0,76.0,16.0,13.0,82.5,7.0,16.0,85.0,28.5,8.278108,1,forest,POINT (171.28766367975874 7.147643454215823)
154,7.0,93.0,6.0,445.0,456.0,741.0,4529.0,1315.0,604.81616,0.00028651953,0.03288188,0.8210695617209489,-0.2791828793774319,2.701058201058201,-0.5499657768651608,31.0,85.0,13.5,43.0,91.0,12.0,6.5,93.0,6.5,12.201741,1,forest,POINT (171.2861094574643 7.148670024612854)
155,50.0,96.0,3.0,414.0,436.0,676.0,4096.0,1184.0,862.0769,0.00034472346,0.05251413,0.8164079822616408,-0.2731182795698925,2.780126849894292,-0.5515151515151515,30.5,88.0,15.0,26.0,89.5,14.0,38.0,94.0,6.0,14.278332,1,forest,POINT (171.28565823163692 7.149120713317174)
156,6.0,92.0,5.0,407.0,435.0,656.0,3546.0,1292.0,683.16223,0.00042062998,0.042258173,0.7940804452314698,-0.3264887063655031,2.8782321657803043,-0.4658949979330302,19.0,75.0,9.0,8.5,81.0,9.0,5.0,91.0,40.5,6.425395,1,forest,POINT (171.2836527835151 7.150247433106903)
157,6.0,94.0,38.0,388.0,429.0,666.0,4021.0,1289.0,828.4167,0.00045651197,0.045943905,0.8239963710591971,-0.31867007672634273,2.899441340782123,-0.5145009416195857,25.0,79.0,5.0,11.0,87.0,7.0,2.0,93.0,7.0,8.473159,1,forest,POINT (171.2827419758264 7.15055623729834)
158,3.0,96.0,3.0,400.0,423.0,662.0,3773.0,1265.0,733.86273,0.00043472648,0.04483683,0.8082913970764438,-0.3129216398546964,2.8094286190238216,-0.4978165938864629,26.0,78.0,5.0,16.5,85.0,7.0,4.0,92.0,38.0,10.860987,1,forest,POINT (171.284287842087 7.149746669103559)
159,11.0,62.0,37.0,558.0,505.0,745.0,3718.0,1473.0,1014.30927,0.0012143254,0.056238342,0.7390084190832554,-0.32822362488728585,2.408903796310413,-0.43247929108071664,38.5,79.0,19.5,5.0,79.0,15.5,14.5,82.0,15.0,9.807612,1,forest,POINT (171.28579192817836 7.149663208382256)
160,4.0,95.0,3.0,420.0,459.0,686.0,3883.0,1232.0,822.687,0.000911057,0.04945596,0.8047873576574482,-0.2846715328467153,2.923349653891609,-0.5182795698924731,24.0,80.0,6.0,22.5,83.0,10.0,5.0,94.0,45.5,11.896608,1,forest,POINT (171.28071145960305 7.149888552294313)
161,5.0,86.0,9.0,398.0,420.0,647.0,4015.0,1192.0,618.1185,0.00040730834,0.038309727,0.819623838658509,-0.2963567156063078,2.7788875230485557,-0.5421547916266565,20.0,79.0,12.0,8.0,90.0,7.5,5.0,94.0,8.5,11.10046,1,forest,POINT (171.28158884315636 7.150731504448026)
162,9.0,80.0,19.0,487.0,504.0,751.0,3605.0,1399.0,917.2561,0.0015997291,0.054993574,0.7619745845552297,-0.3013953488372093,2.836608442503639,-0.44084732214228617,40.0,59.0,10.0,13.5,83.0,13.5,27.0,83.0,10.0,6.057885,1,forest,POINT (171.26422918285184 7.147534954769013)
163,15.0,57.0,40.0,1107.0,883.0,1246.0,3235.0,2333.0,1167.7615,0.0026173592,0.069374755,0.4900967296176877,-0.3037161218217379,1.6341575794808785,-0.1619971264367816,66.0,46.5,37.0,23.0,64.0,28.0,9.0,68.0,29.5,3.1569467,1,forest,POINT (171.2692595152241 7.148478064472363)
165,6.0,82.0,15.0,477.0,481.0,732.0,3871.0,1205.0,739.26483,0.00063198805,0.04459926,0.7805887764489421,-0.24419204956117707,2.7138973292819446,-0.5252167060677699,52.0,48.0,13.0,11.0,89.5,5.0,9.0,93.0,8.0,10.321854,1,forest,POINT (171.24367333960313 7.14907063681672)
166,11.0,61.0,36.0,1150.0,946.0,1292.0,3379.0,2608.0,2016.2078,0.0035333633,0.1138262,0.49216162508279976,-0.3374358974358974,1.749607535321821,-0.12877902121262735,45.0,53.0,51.0,21.0,74.5,8.5,8.0,91.0,9.0,9.333858,1,forest,POINT (171.24304663706508 7.149379441814252)
169,5.0,94.0,5.0,405.0,423.0,649.0,3989.0,1217.0,642.68304,0.00065243244,0.045827124,0.815657715065999,-0.30439442658092175,2.7590454195535026,-0.5324625432193623,16.5,78.0,13.0,45.0,87.5,9.0,5.5,89.0,7.0,13.280801,1,forest,POINT (171.24559522738656 7.148219335458051)
170,6.0,80.0,14.0,492.0,462.0,720.0,3799.0,1413.0,739.38934,0.0014028549,0.05479498,0.7706828245164298,-0.32489451476793246,2.5152114390021296,-0.4577897160399079,19.0,65.0,29.0,8.0,81.5,6.5,8.5,92.0,5.5,10.549289,1,forest,POINT (171.2465060350752 7.148394603516223)
171,4.0,78.0,17.0,438.0,443.0,667.0,2627.0,1205.0,886.60767,0.0038374066,0.06967718,0.7141924959216965,-0.28739316239316237,2.830359451771399,-0.37108559498956156,54.0,75.0,66.0,19.0,80.5,22.0,14.0,95.0,6.0,14.418442,1,forest,POINT (171.2485031271632 7.147802030283433)
172,18.0,99.0,3.0,406.0,431.0,682.0,4154.0,1175.0,735.873,0.00032436848,0.045453362,0.8219298245614035,-0.26548196015078085,2.7899359833258894,-0.5590167010696191,40.0,74.0,12.0,9.0,89.0,7.0,18.5,95.0,5.0,9.439517,1,forest,POINT (171.24876216421225 7.147292917447447)
174,5.0,90.0,6.0,421.0,442.0,685.0,3833.0,1070.0,917.1028,0.00085374713,0.051339824,0.8020686412787964,-0.21937321937321938,2.8013136288998357,-0.5635325311034061,50.0,82.0,80.0,36.0,73.0,7.0,45.0,93.0,20.0,14.5892935,1,forest,POINT (171.2377405555761 7.151849874179224)
176,17.0,79.0,13.0,406.0,435.0,643.0,3803.0,1139.0,838.4715,0.0014387965,0.043325253,0.807080066524115,-0.2783389450056117,2.852225020990764,-0.5390530149736948,41.0,78.5,17.0,26.0,76.0,7.0,12.0,94.0,11.0,7.4167156,1,forest,POINT (171.23007807254396 7.155371886094372)
177,6.0,82.0,13.0,413.0,414.0,645.0,3852.0,1203.0,742.3049,0.00082051754,0.044821896,0.8063305978898007,-0.30194805194805197,2.665065096094234,-0.5240356083086053,70.0,79.0,9.5,30.0,79.5,10.5,46.0,95.0,8.0,10.604489,1,forest,POINT (171.23118106901097 7.154887819738011)
178,32.0,98.0,14.0,367.0,386.0,639.0,4168.0,1137.0,498.08417,0.0003094077,0.029649114,0.8381477398015436,-0.28040540540540543,2.7337456846950516,-0.5713477851083884,21.5,75.0,9.0,22.0,87.0,13.5,34.0,99.0,4.0,15.217693,1,forest,POINT (171.21176164636464 7.159306992427269)
180,44.0,99.0,85.0,346.0,376.0,611.0,4270.0,1134.0,464.4363,0.00023037195,0.028346643,0.8500866551126517,-0.2997134670487106,2.781400623759569,-0.5803108808290155,47.0,76.0,8.0,59.0,98.0,15.0,27.5,97.0,2.5,16.07441,1,forest,POINT (171.20961414566753 7.158555861318241)
183,5.0,99.0,11.0,341.0,391.0,639.0,4444.0,1215.0,629.0344,0.00028431416,0.038856156,0.8574712643678161,-0.3106796116504854,2.882534775888717,-0.5705955115744831,40.0,76.0,10.0,11.5,98.0,33.0,29.0,96.0,6.0,10.166056,1,forest,POINT (171.2068399424323 7.157646156408444)
187,10.0,99.0,76.0,384.0,400.0,700.0,4469.0,1195.0,513.23114,0.0003735125,0.030046472,0.841747372759118,-0.2612137203166227,2.7060148383677793,-0.5780367231638418,23.5,80.0,19.0,15.0,97.5,8.5,28.0,99.0,49.5,8.539586,1,forest,POINT (171.21420996428003 7.158948118831508)
188,7.0,77.0,18.0,630.0,710.0,844.0,1747.0,1102.0,1045.101,0.006757498,0.10410318,0.46992006731173747,-0.13257965056526208,13.75615763546798,-0.22639522639522638,50.5,32.0,62.0,41.0,38.0,52.5,29.0,42.0,58.0,3.7138088,1,forest,POINT (171.31065530687206 7.07260987583048)
189,6.0,82.0,13.0,900.0,813.0,1049.0,1721.0,770.0,2094.5688,0.019493818,0.21160832,0.3132392216711179,0.15338097855964816,2.0034163006344556,-0.3817743877960658,19.0,32.0,62.0,54.5,29.0,59.5,46.5,50.0,51.0,8.929581,1,forest,POINT (171.31413141694992 7.073327759554337)
190,7.0,78.0,18.0,446.0,443.0,616.0,3711.0,1525.0,1075.2078,0.0023792982,0.065039456,0.7854221794563387,-0.4245679588977114,2.662697765454249,-0.4174942704354469,22.0,54.0,25.5,24.0,65.0,10.5,15.0,73.0,15.0,3.915025,1,forest,POINT (171.29664223812082 7.068386025444941)
191,16.0,71.0,14.0,373.0,409.0,598.0,3311.0,1301.0,977.79767,0.0015536547,0.07373259,0.7975027144408252,-0.3701948393891522,2.958710976837865,-0.4358196010407632,22.5,38.0,69.5,19.5,46.0,32.0,12.0,71.0,22.0,7.563851,1,forest,POINT (171.30214050838816 7.070164054190529)
196,24.0,53.0,37.0,2825.0,2564.0,2797.0,4188.0,4592.0,3073.732,0.006720066,0.10546411,0.1943533437901041,-0.24292867776424415,1.7849659507595599,0.04601366742596811,27.0,17.0,76.0,37.0,21.5,74.0,22.0,19.5,75.0,4.9636374,4,buildup,POINT (171.36480564421413 7.122323717621369)
197,37.0,36.0,21.0,2831.0,2474.0,2813.0,3777.0,3917.0,1963.4756,0.003971249,0.08274547,0.1431598062953995,-0.16404160475482912,1.070620190131281,0.01819599688068625,37.0,39.0,29.0,50.0,41.5,12.0,36.0,51.0,21.0,2.685864,4,buildup,POINT (171.36364411190874 7.122888025588686)
198,51.0,33.0,16.0,1939.0,1631.0,1898.0,3775.0,3584.0,688.99115,0.0016744137,0.030114776,0.32131606580329014,-0.3075519883254287,1.4445318646734855,-0.025954613398559586,36.0,54.0,22.0,38.5,64.0,11.5,34.0,64.0,24.5,2.3432484,4,buildup,POINT (171.36375710143258 7.121985132503232)
199,39.0,37.0,26.0,2490.0,1945.0,2324.0,4355.0,4263.0,1592.8188,0.002298683,0.055465553,0.2724616508400292,-0.29436769394261425,0.990230434320909,-0.010675330703179392,45.5,38.0,31.5,29.0,41.5,18.0,39.5,45.0,14.0,2.6531148,4,buildup,POINT (171.36430397072812 7.121696206335462)
200,37.0,14.0,62.0,2313.0,2015.0,2281.0,3325.0,3727.0,890.06384,0.002090007,0.037327316,0.17949627527492018,-0.2406790945406125,1.209658140090844,0.057005104934770276,51.5,27.0,25.0,39.0,30.0,22.0,42.5,34.0,28.0,4.1230307,4,buildup,POINT (171.36189051449827 7.122987343718114)
201,50.0,45.0,29.0,1906.0,1828.0,1964.0,3777.0,3354.0,632.98615,0.001066953,0.0293719,0.32922752067569944,-0.26137645731478,3.1100398936170213,-0.05931846865797223,43.0,43.0,20.5,50.0,48.5,12.5,43.0,43.0,15.0,3.9565291,4,buildup,POINT (171.36235603133662 7.123678055560734)
202,39.0,29.0,35.0,2746.0,2264.0,2514.0,3537.0,4184.0,1805.5277,0.002238661,0.08026852,0.12589527295877764,-0.24932815765900268,0.6517798286090969,0.08379743556534128,58.0,25.0,25.0,48.0,29.5,22.0,42.5,34.0,33.0,3.9429488,4,buildup,POINT (171.362116493546 7.122350804419876)
203,42.0,28.0,25.0,2629.0,2112.0,2508.0,4195.0,3660.0,987.60956,0.001264602,0.03821771,0.2294841735052755,-0.1867704280155642,0.9479418886198547,-0.06810948440483769,32.5,21.0,46.0,31.0,26.0,41.5,29.0,37.0,32.0,3.1297584,4,buildup,POINT (171.3628667439845 7.122070907423784)
204,27.0,8.0,73.0,2832.0,2409.0,2708.0,3680.0,3722.0,594.773,0.0013569295,0.021399563,0.13022113022113022,-0.15769828926905133,0.8136634043369795,0.005674142123750338,42.0,41.0,24.5,46.0,40.0,15.0,41.5,45.0,19.0,2.0319817,4,buildup,POINT (171.36263624535582 7.123059575071277)
241,23.0,48.0,38.0,702.0,995.0,1158.0,1867.0,1555.0,1104.2504,0.011375606,0.08559383,0.4534838458544181,-0.14633247327681534,-2.1066907775768535,-0.09117475160724722,17.0,30.0,76.0,39.0,38.5,44.0,43.0,43.0,47.0,0.0,6,water,POINT (171.35316004708787 7.082350219415224)
242,12.0,49.0,38.0,942.0,840.0,1136.0,3074.0,2004.0,1728.6571,0.00716877,0.09181323,0.5308764940239044,-0.2764331210191083,2.196126905644829,-0.21071287908625444,53.0,35.0,75.0,14.0,39.0,38.5,37.5,50.0,39.5,0.0,6,water,POINT (171.35089526869882 7.081736297398302)
243,40.0,47.0,9.0,1588.0,1374.0,1547.0,3060.0,3266.0,884.8341,0.0021350682,0.042420432,0.31669535283993117,-0.35715769790151675,1.6112084063047285,0.0325640214985773,51.5,31.0,17.0,46.5,41.5,8.5,42.0,45.0,12.5,2.0351188,3,grassland,POINT (171.34486999876518 7.081705240820269)
244,27.0,66.0,5.0,1249.0,1000.0,1322.0,3386.0,2352.0,774.25745,0.0020656288,0.043057084,0.4610571736785329,-0.2803483941208492,1.580153800650695,-0.18020216103171838,40.0,52.0,26.0,30.5,62.5,6.0,24.5,61.0,14.0,3.235629,3,grassland,POINT (171.3450427559004 7.081379999274534)
245,10.0,68.0,19.0,644.0,572.0,849.0,2392.0,1305.0,1635.6638,0.005431354,0.1251013,0.5757575757575758,-0.2116991643454039,2.221657346212506,-0.29402218014606435,26.0,55.0,25.0,10.0,66.0,21.5,15.0,68.0,17.0,6.013456,3,grassland,POINT (171.34633178990956 7.08252166245205)
246,6.0,80.0,12.0,420.0,441.0,857.0,4325.0,2012.0,1200.1924,0.0014941096,0.054268464,0.8229715489989463,-0.40257929592192404,2.758937402854317,-0.36499921098311505,14.0,59.0,29.0,6.0,84.0,16.0,31.0,84.0,14.0,2.0230434,3,grassland,POINT (171.34547464873853 7.081263841523311)
247,22.0,70.0,10.0,581.0,553.0,908.0,3626.0,2031.0,675.7151,0.0017290115,0.038741834,0.7237936772046589,-0.3821027560394692,2.5670207384926655,-0.28195156443344527,20.0,63.0,30.0,26.5,70.0,10.5,23.0,68.0,24.5,2.5981584,3,grassland,POINT (171.34635504567777 7.081413187198009)
248,5.0,88.0,9.0,638.0,600.0,970.0,3527.0,2034.0,776.8823,0.001683414,0.05019564,0.6936374549819928,-0.35419440745672437,2.528886554621849,-0.2684768926452077,30.0,66.0,30.0,7.0,83.0,12.5,12.0,84.0,17.0,2.269741,3,grassland,POINT (171.34575039570439 7.081396593236574)
249,26.0,69.0,8.0,860.0,718.0,1053.0,4189.0,2431.0,1046.5334,0.0028944016,0.05579573,0.6593384828678946,-0.39552238805970147,2.0989911727616644,-0.2655589123867069,46.5,41.0,38.0,29.0,65.0,9.5,29.0,66.0,16.0,3.2494652,3,grassland,POINT (171.34519225726746 7.081346811348636)
250,26.0,69.0,8.0,860.0,718.0,1053.0,4189.0,2431.0,1046.5334,0.0028944016,0.05579573,0.6593384828678946,-0.39552238805970147,2.0989911727616644,-0.2655589123867069,46.5,41.0,38.0,29.0,65.0,9.5,29.0,66.0,16.0,3.2494652,3,grassland,POINT (171.34519225726746 7.081124452182719)
251,5.0,90.0,12.0,553.0,516.0,875.0,4190.0,2220.0,713.44727,0.0009892583,0.03782329,0.7668142525827535,-0.4345718901453958,2.4986259961527892,-0.3073322932917317,14.0,57.0,22.5,4.5,83.0,14.5,7.0,80.0,25.0,3.5459712,3,grassland,POINT (171.3468666725783 7.081990656679164)
252,8.0,74.0,16.0,465.0,453.0,691.0,3648.0,1732.0,570.7557,0.0010740161,0.035411447,0.7738876732312181,-0.42963268675196037,2.6163077428900214,-0.35613382899628254,19.5,63.0,27.0,18.0,74.0,13.0,12.0,73.0,16.0,8.862108,3,grassland,POINT (171.3464912580344 7.082189783916593)
253,10.0,73.0,23.0,521.0,519.0,752.0,3432.0,1840.0,969.1602,0.0021046698,0.056666024,0.7364027321022009,-0.41975308641975306,2.7292330770673168,-0.30197268588770865,39.5,49.0,30.0,13.0,72.0,17.0,23.0,70.0,18.0,1.9918492,1,forest,POINT (171.34320887246474 7.080726196688715)
254,29.0,62.0,23.0,728.0,632.0,851.0,2953.0,1444.0,1413.2358,0.0033364892,0.10325829,0.6044553110567781,-0.25838779956427016,2.1543377226955847,-0.3431885376392995,39.0,47.0,9.0,40.0,58.0,19.5,31.0,58.0,27.5,4.157703,1,forest,POINT (171.34330189553756 7.08172847235036)
255,21.0,63.0,16.0,523.0,526.0,759.0,2612.0,1332.0,1453.0077,0.0051902533,0.09810741,0.666347687400319,-0.27403156384505023,2.891749723145072,-0.32454361054766734,32.0,52.0,21.5,22.0,62.5,18.0,26.5,58.0,18.5,3.0352404,1,forest,POINT (171.34293977000405 7.081828036037311)
256,21.0,64.0,15.0,540.0,559.0,766.0,2229.0,1311.0,1397.7261,0.0060020685,0.1211898,0.609967497291441,-0.2623976889744824,3.305283757338552,-0.2593220338983051,44.0,36.0,32.0,21.0,58.5,21.5,29.0,61.0,14.0,7.6160398,7,mangroves,POINT (171.34116568711516 7.081379999274534)
257,13.0,71.0,23.0,553.0,529.0,803.0,4121.0,1824.0,726.8954,0.0010513663,0.038508147,0.7633718442447582,-0.3886562618956985,2.5687544996400287,-0.38637510513036166,18.5,52.0,26.5,25.0,66.5,26.0,18.0,61.0,22.0,5.231168,1,forest,POINT (171.3397138627286 7.079962872684757)
258,6.0,78.0,15.0,392.0,430.0,660.0,3891.0,1755.0,870.09515,0.0007651448,0.045103982,0.816950735465795,-0.453416149068323,2.8974826101358064,-0.3783209351753454,28.0,56.0,22.0,26.0,63.5,15.0,35.0,60.0,18.0,3.629791,7,mangroves,POINT (171.34103611926375 7.080367766446238)
259,23.0,71.0,11.0,1033.0,884.0,1235.0,4168.0,2560.0,1065.7822,0.0026896,0.05484842,0.6027686983272448,-0.34914361001317523,2.0972705378645973,-0.2390011890606421,25.0,55.0,45.0,21.0,67.0,16.5,24.0,66.0,22.0,3.6060908,4,buildup,POINT (171.34038163550136 7.080238333233771)
315,36.0,29.0,35.0,1009.0,856.0,1169.0,1478.0,1321.0,591.1079,0.004184425,0.05970164,0.1885806192199437,-0.06104417670682731,1.0534591194968554,-0.05609146123615577,39.0,28.0,42.0,37.0,38.0,25.0,39.0,40.0,32.0,2.3175316,5,baresoil,POINT (171.37966630912962 7.097087460900075)
316,50.0,25.0,30.0,1832.0,1582.0,1857.0,2246.0,2131.0,617.45917,0.0024953485,0.034555707,0.1015203531142717,-0.0687061183550652,0.7532751091703057,-0.026273703449851495,26.0,20.0,68.0,34.0,20.0,46.0,25.5,26.0,48.0,2.9412947,5,baresoil,POINT (171.37905945024613 7.09818937563487)
317,46.0,36.0,27.0,3796.0,3445.0,3765.0,4304.0,4833.0,1339.3186,0.0027643144,0.042905997,0.06271604938271605,-0.12421493370551291,1.0213108162444713,0.057896464922841194,45.0,25.0,49.0,45.0,36.0,24.0,49.0,40.5,35.0,2.978391,5,baresoil,POINT (171.37854037278973 7.101665914301968)
318,46.0,36.0,27.0,3796.0,3445.0,3765.0,4304.0,4833.0,1339.3186,0.0027643144,0.042905997,0.06271604938271605,-0.12421493370551291,1.0213108162444713,0.057896464922841194,45.0,25.0,49.0,45.0,36.0,24.0,49.0,40.5,35.0,2.978391,5,baresoil,POINT (171.37857081721532 7.101607119001287)
319,35.0,41.0,17.0,1021.0,849.0,1170.0,1728.0,1133.0,1281.4954,0.0075818,0.09821162,0.2571844307020735,0.01606600086843248,1.188235294117647,-0.20796924152394267,52.0,32.0,40.5,37.0,42.0,16.5,35.5,48.0,23.0,3.7705982,5,baresoil,POINT (171.376963351544 7.102155536941148)
320,35.0,41.0,17.0,1021.0,849.0,1170.0,1728.0,1133.0,1281.4954,0.0075818,0.09821162,0.2571844307020735,0.01606600086843248,1.188235294117647,-0.20796924152394267,52.0,32.0,40.5,37.0,42.0,16.5,35.5,48.0,23.0,3.7705982,5,baresoil,POINT (171.37690347750697 7.102309620975065)
321,37.0,57.0,13.0,1025.0,887.0,1377.0,4429.0,3244.0,1036.3577,0.0018749833,0.042747673,0.6241290795746242,-0.40402510279160353,2.166772756206238,-0.15443763847256614,35.0,48.0,19.0,34.0,58.0,11.0,29.0,63.0,16.5,6.855528,5,baresoil,POINT (171.37596984845544 7.105161179870001)
322,39.0,51.0,13.0,1064.0,936.0,1253.0,3556.0,2281.0,665.33234,0.0021542907,0.042441033,0.5393939393939394,-0.29088851160158463,2.1328312221841834,-0.21843412712009594,32.0,55.0,28.0,47.0,54.5,16.0,23.0,65.0,25.5,1.3722935,5,baresoil,POINT (171.36757530550506 7.112139465945119)
323,13.0,40.0,38.0,1198.0,900.0,1413.0,4088.0,2621.0,588.6967,0.0009686947,0.029572567,0.5467272039349225,-0.2994546355974219,1.5959796774906119,-0.2186614994783127,24.0,53.0,24.0,18.0,62.0,22.0,15.0,60.0,25.0,1.9388303,5,baresoil,POINT (171.36547261051072 7.116607783294339)
324,8.0,59.0,32.0,504.0,833.0,1005.0,486.0,545.0,355.53806,0.0025898814,0.065029815,-0.01818181818181818,0.2967741935483871,0.016444363237712405,0.05722599418040737,26.5,28.0,60.0,38.0,45.0,42.5,19.0,37.5,62.0,0.0,5,baresoil,POINT (171.36542998831487 7.116530743713414)
325,13.0,40.0,38.0,1198.0,900.0,1413.0,4088.0,2621.0,588.6967,0.0009686947,0.029572567,0.5467272039349225,-0.2994546355974219,1.5959796774906119,-0.2186614994783127,24.0,53.0,24.0,18.0,62.0,22.0,15.0,60.0,25.0,1.9388303,5,baresoil,POINT (171.36546855125397 7.116463840908819)
326,50.0,37.0,20.0,1824.0,1711.0,1984.0,4230.0,3534.0,1081.0427,0.0019014478,0.04674986,0.39742319127849357,-0.2808988764044944,2.567769477054429,-0.08964451313755796,43.0,55.0,43.0,24.0,66.0,17.0,27.5,70.0,28.0,1.5575025,5,baresoil,POINT (171.36334150071914 7.12179373336846)
